City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
338,Carauari,BR,88.12,broken clouds,-4.8828,-66.8958,Hotel Fellip
339,Magdagachi,RU,58.53,clear sky,53.45,125.8,Motopolyana Magdagachi
340,Prince Rupert,CA,58.69,overcast clouds,54.3161,-130.3201,Crest Hotel
341,Caxito,AO,67.46,overcast clouds,-8.5785,13.6643,
342,Tougue,GN,71.56,light rain,11.4667,-11.6,
343,Skaerbaek,DK,59.27,overcast clouds,55.1573,8.769,Skærbækcentret
344,Vaitape,PF,77.9,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
345,Clyde River,CA,55.63,broken clouds,70.4692,-68.5914,Qamaq Hotel
346,Sorland,NO,51.66,light rain,67.667,12.6934,Sjybrygga fiskecamp
347,Luanda,AO,67.87,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
348,Semey,KZ,68.31,clear sky,50.4111,80.2275,Grand Hotel Semey
349,Hay River,CA,61.68,overcast clouds,60.8156,-115.7999,Ptarmigan Inn
350,Pangnirtung,CA,50.0,few clouds,66.1451,-65.7125,Kilabuk Lodge
351,Tilichiki,RU,53.47,few clouds,60.4667,166.1,
352,Kargasok,RU,51.04,broken clouds,59.0556,80.8572,Hotel Kargasok
353,Wanning,CN,79.21,few clouds,18.8003,110.3967,Paradise Hotel
354,Pindiga,NG,74.23,broken clouds,9.9833,10.9333,Accommodation Center
355,Takoradi,GH,75.74,overcast clouds,4.8845,-1.7554,Raybow International Hotel
356,Ormara,PK,83.75,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
357,Gigmoto,PH,80.62,overcast clouds,13.7796,124.39,Cj's Travellers Inn
358,Ornskoldsvik,SE,67.15,few clouds,63.2909,18.7153,ファーストホテル スタット
359,George Town,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
361,The Valley,AI,86.83,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
362,Fort Nelson,CA,73.38,clear sky,58.8053,-122.7002,The Fort Nelson Hotel
364,Komsomolskiy,UZ,84.92,clear sky,40.4272,71.7189,Ikathouse
365,Isla Vista,US,79.16,fog,34.4133,-119.861,Best Western Plus South Coast Inn
366,Shwebo,MM,76.71,overcast clouds,22.5667,95.7,MOON SHINE Guest House
367,Puqi,CN,81.66,overcast clouds,29.7167,113.8833,Ramada Plaza Chibi
368,Neiafu,TO,63.28,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
369,Oban,GB,63.37,overcast clouds,56.4127,-5.4706,Muthu Oban Hotel (Formerly Regent Hotel)
371,Victoria,HK,88.18,scattered clouds,22.2855,114.1577,Mini Central
372,Vilyuysk,RU,59.83,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
373,San Cristobal,VE,83.57,broken clouds,7.7669,-72.225,Pirineos
374,Alghero,IT,86.09,clear sky,40.5589,8.3181,Smy Carlos V Alghero
375,Urumqi,CN,81.55,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
376,Senneterre,CA,78.12,overcast clouds,48.3835,-77.2328,Motel Senabi
377,Puerto Colombia,CO,83.23,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
378,Port Keats,AU,62.65,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
380,Caravelas,BR,75.24,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
381,Byron Bay,AU,59.94,overcast clouds,-28.65,153.6167,Backpackers Inn
382,Cockburn Town,TC,78.42,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
384,Bac Lieu,VN,79.29,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
386,Camalu,MX,76.8,scattered clouds,30.85,-116.0667,La Cueva del Pirata
387,Lensk,RU,61.92,overcast clouds,60.7253,114.9278,ТинОрС
388,Chiang Klang,TH,73.45,overcast clouds,19.2938,100.8617,Sangthong Resort
389,Abeche,TD,75.67,overcast clouds,13.8292,20.8324,Assaleh Hamdan Haroune
391,Ust-Uda,RU,58.23,heavy intensity rain,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
392,Codrington,AU,51.58,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
394,Embu,BR,81.1,clear sky,-23.6489,-46.8522,POUSADA DU VALLE
396,Ninghai,CN,79.47,broken clouds,29.2892,121.4247,Kaiyuan New Century Hotel
397,Kavieng,PG,81.5,light rain,-2.5744,150.7967,Nusa Island Retreat
399,Foso,GH,74.46,overcast clouds,5.7012,-1.2866,Pristina Cottage
401,Vallenar,CL,69.73,overcast clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
402,Libreville,GA,75.25,broken clouds,0.3925,9.4537,Le Méridien Re-Ndama
403,Ayr,GB,60.78,broken clouds,55.4627,-4.6339,Mercure Ayr Hotel
404,Black River,JM,89.6,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
406,Icod De Los Vinos,ES,77.61,few clouds,28.3724,-16.7119,Hotel El Patio
408,Townsville,AU,54.48,clear sky,-19.25,146.8,Rydges Southbank Townsville
409,Zilina,SK,72.82,clear sky,49.1667,19.1667,Penzión u Komu
411,Port Said,EG,79.77,clear sky,31.2565,32.2841,Aracan Hotel
412,Atbasar,KZ,59.95,clear sky,51.8,68.3333,Гостиничный Комплекс Saad
414,Chernyakhiv,UA,64.76,clear sky,50.4565,28.6702,
415,Inhambane,MZ,64.38,few clouds,-23.865,35.3833,Oceano
416,Coolum Beach,AU,62.11,overcast clouds,-26.5333,153.1,Coolum Beach Resort
417,Ostrovnoy,RU,51.35,overcast clouds,68.0531,39.5131,
418,Tarko-Sale,RU,50.31,overcast clouds,64.9225,77.785,Yubileynaya
419,Waingapu,ID,70.83,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
421,Sarankhola,BD,80.73,overcast clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
422,Chebarkul,RU,57.16,clear sky,54.9749,60.3633,"Ural'skiye Zori, Gostinichnyy Kompleks"
423,Towada,JP,67.57,overcast clouds,40.6127,141.2067,Hotel Route-Inn Towada
424,Chinchani,IN,79.63,overcast clouds,19.8667,72.7,Vasantshrushti Farm
426,Sivaki,RU,59.0,clear sky,52.6333,126.75,
427,Yabrud,SY,71.53,clear sky,33.9674,36.6574,صالة افراح الاندلس
429,Yenagoa,NG,75.06,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
430,Santa Maria,BR,72.7,moderate rain,-29.6842,-53.8069,Hotel Morotin
431,Konevo,RU,66.15,overcast clouds,62.1215,39.3192,
432,Oskarshamn,SE,70.99,scattered clouds,57.2645,16.4484,Best Western Hotel Corallen
433,Krasnyy Chikoy,RU,54.27,broken clouds,50.3643,108.7512,Persona
434,Mackay,AU,58.35,clear sky,-21.15,149.2,International Lodge Motel
435,Katsuura,JP,78.66,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
436,Lazaro Cardenas,MX,86.85,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
437,Stavern,NO,62.33,overcast clouds,59.0,10.0333,Hotel Wassilioff
438,Arcata,US,74.68,clear sky,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
439,Marienburg,PL,71.11,clear sky,54.0359,19.0266,Hotel Centrum Malbork
441,Hoquiam,US,65.44,broken clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
442,Fare,PF,77.63,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
443,Bukachacha,RU,63.7,clear sky,52.9833,116.9167,
445,Severomuysk,RU,56.21,overcast clouds,56.1481,113.4267,
446,Salamiyah,SY,77.77,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
447,Port Augusta,AU,56.88,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
448,Gat,IL,81.81,clear sky,31.61,34.7642,OlusHome
449,Kisangani,CD,72.73,overcast clouds,0.5167,25.2,Grand Ramela Hotel
451,Bagdarin,RU,59.97,overcast clouds,54.4333,113.6,Gostevoy Dom Terem
452,Kalianget,ID,78.85,scattered clouds,-7.05,113.9333,Pesanggrahan Garam
453,Lethem,GY,87.51,overcast clouds,3.3803,-59.7968,Savannah Inn
454,Dingle,PH,76.59,light rain,10.9995,122.6711,SEGAYA PROPERTY
455,Sirsi,IN,70.77,overcast clouds,14.6167,74.85,Tripvillas @ Sapna Yatri Nivas
456,Vila,PT,71.71,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
458,Rio Grande,BR,65.95,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
461,Thurso,GB,53.85,overcast clouds,58.5927,-3.5259,Weigh Inn Hotel
462,Kieta,PG,76.69,clear sky,-6.2167,155.6333,Uruna Bay Retreat
463,Ambilobe,MG,65.57,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
464,Sainte-Suzanne,RE,68.47,light rain,-20.9061,55.6089,Gites Ango
465,Belem De Sao Francisco,BR,86.74,few clouds,-8.7539,-38.9658,Village Hotel
466,Pisco,PE,64.45,haze,-13.7,-76.2167,Hotel San Isidro Oficial
467,Tatawin,TN,82.4,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
468,Kindu,CD,80.04,overcast clouds,-2.95,25.95,Résidence Okanda
469,Dali,CN,63.68,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
470,Kalaiya,NP,80.69,light rain,27.0327,85.0022,DevkiLal Dharamshala
471,Behshahr,IR,75.51,clear sky,36.6923,53.5526,Abbas Abad Hotel & Restaurant
472,Zonguldak,TR,57.65,clear sky,41.25,31.8333,Yazioren Koyu Muhtarligi
474,Cidreira,BR,66.67,overcast clouds,-30.1811,-50.2056,Hotel Castelo
475,Plyussa,RU,66.63,overcast clouds,58.4308,29.3654,Service hotel
476,Bongandanga,CD,69.39,overcast clouds,1.5,21.05,
477,Beloha,MG,64.56,clear sky,-25.1667,45.05,
479,Yurla,RU,60.71,overcast clouds,59.3259,54.3223,
481,Zhangjiakou,CN,64.81,overcast clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
482,Daund,IN,75.11,light rain,18.4667,74.6,Kende Wada
484,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
486,Makakilo City,US,80.92,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
487,Mikuni,JP,73.09,overcast clouds,36.2171,136.1519,Seifuso
488,Cairns,AU,65.07,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
489,Belyy Yar,RU,60.69,light intensity shower rain,53.6039,91.3903,Pasportnyy Stol
491,Jalna,IN,73.65,light rain,19.8333,75.8833,HOTEL SHIVNERI PALACE
492,Shelburne,CA,82.11,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
493,Ushtobe,KZ,78.06,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
494,Novita,CO,80.58,overcast clouds,4.9551,-76.6053,B/ Buenos Aires Sector Las Curvitas
495,Aykhal,RU,51.46,clear sky,66.0,111.5,
496,Amapa,BR,81.66,overcast clouds,1.0,-52.0,
497,Akyab,MM,79.81,overcast clouds,20.15,92.9,Hotel Memory
498,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
499,Methoni,GR,84.22,clear sky,36.8197,21.7049,Methoni Beach Hotel
500,Praia Da Vitoria,PT,77.25,scattered clouds,38.7333,-27.0667,Hotel Branco I
501,Boma,GH,72.23,broken clouds,7.0805,-2.1697,Obaatanpa Hotel
502,Kirakira,SB,77.14,broken clouds,-10.4544,161.9205,SanBiz Lodge
503,Shenkursk,RU,66.76,scattered clouds,62.1091,42.896,"""Vaga"" hotel"
506,Koumac,NC,75.15,overcast clouds,-20.5667,164.2833,Le Monitel
510,Jiuquan,CN,76.01,clear sky,39.7432,98.5174,Jiuquan Hotel
511,Roma,US,87.51,scattered clouds,43.2128,-75.4557,Wingate By Wyndham Rome
512,Norden,DE,61.95,overcast clouds,53.6,7.2,Hotel Aquarius
513,Makasar,ID,75.25,few clouds,-5.14,119.4221,Aryaduta Makassar
514,Risti,EE,71.28,clear sky,58.9975,24.058,Taali talu
515,Tinskoy,RU,55.96,few clouds,56.1525,96.9161,"Kemping ""Turist"""
516,Bien Hoa,VN,80.58,broken clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
517,Vao,NC,74.39,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
518,Isangel,VU,75.81,moderate rain,-19.55,169.2667,Tanna Lodge
519,Nago,JP,84.45,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
520,Iberia,US,89.98,clear sky,29.9502,-91.7507,back to back rv park
521,Sembakung,ID,74.35,overcast clouds,3.8167,117.25,
522,Puerto Escondido,MX,86.23,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
523,Malmyzh,RU,62.06,few clouds,56.5205,50.6818,Gostinyy Dvor
524,Paripiranga,BR,74.66,overcast clouds,-10.6875,-37.8617,Rancho N. Senhora De Fátima
526,Sabzevar,IR,88.95,clear sky,36.2126,57.6819,پزشکی قانونی سبزوار
527,Nabire,ID,74.75,broken clouds,-3.3667,135.4833,Hotel Nusantara I
528,Kitaibaraki,JP,73.15,overcast clouds,36.7833,140.75,Isohara Seaside Hotel
529,Malim,PH,77.99,moderate rain,7.452,123.4312,Malim
531,Tacoronte,ES,76.14,few clouds,28.4769,-16.4102,Casa Laurel
532,Olivet,FR,76.98,clear sky,47.8622,1.8991,Hôtel-Restaurant Le Rivage
533,Keti Bandar,PK,83.61,overcast clouds,24.1447,67.4497,Haji laloo memon house
534,Hirara,JP,84.85,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
535,Kasama,ZM,65.79,broken clouds,-10.2129,31.1808,Kalebalika Cottages
536,Sarmanovo,RU,68.68,clear sky,55.2553,52.5891,Gostinitsa
537,Ntcheu,MW,63.16,overcast clouds,-14.8203,34.6359,Dear Executive Lodge
538,Vytegra,RU,66.45,overcast clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
539,Werda,BW,65.8,overcast clouds,-25.2667,23.2833,
540,Namibe,AO,62.53,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
541,Bandarbeyla,SO,76.98,overcast clouds,9.4942,50.8122,JABIR HOTEL
542,Concordia,AR,69.78,overcast clouds,-31.393,-58.0209,Palmar Hotel Casino
543,Abu Samrah,SY,81.75,clear sky,35.3029,37.1841,
544,Aron,IN,74.7,moderate rain,24.3833,77.4167,Shri Ram marriage garden aron
545,Vysokogornyy,RU,54.41,overcast clouds,50.1167,139.15,
546,Kopong,BW,61.03,clear sky,-24.4833,25.8833,MsLo Kopong residency
547,North Bend,US,69.93,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
548,Belance,PH,67.15,clear sky,16.1833,121.25,Sea of Clouds Dupax Norte Nueva Vizcaya
549,Zyryanka,RU,55.26,few clouds,65.75,150.85,
550,Chara,RU,65.21,overcast clouds,56.9064,118.2631,
551,Ketchikan,US,58.44,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
552,Talcahuano,CL,54.25,overcast clouds,-36.7167,-73.1167,departamento comodo
553,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
554,Grand Gaube,MU,70.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
555,Kayerkan,RU,59.5,overcast clouds,69.3497,87.7602,
557,Kysyl-Syr,RU,57.63,overcast clouds,63.8986,122.7617,
558,Verkhovazhye,RU,64.94,few clouds,60.7472,42.0465,Guest house Uyut on Gagarina 4А
559,Basoko,CD,72.52,overcast clouds,1.2391,23.616,Jackyna Hotel
560,Quatre Cocos,MU,70.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
561,Kulu,TR,73.62,clear sky,39.0951,33.0799,Kapadokya Motel
563,Zhongshan,CN,82.26,clear sky,21.3226,110.5829,Jianmin Restaurant
564,Lillesand,NO,65.34,broken clouds,58.2488,8.3778,Lillesand Hotel Norway
565,Mahibadhoo,MV,81.99,overcast clouds,3.7833,72.9667,Omadhoo Inn
566,Lingao,CN,80.76,clear sky,19.9103,109.6859,Lingao Ditai Inn
567,Aksu,CN,83.98,clear sky,41.1231,80.2644,Pudong Holiday Hotel
568,Jiaonan,CN,76.17,heavy intensity rain,35.8786,119.9753,Vienna Hotel Qingdao Huangdao
569,Itarema,BR,84.43,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
571,Port Macquarie,AU,53.89,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
572,Novobelokatay,RU,59.97,scattered clouds,55.7062,58.9549,"Gostinitsa ""Tsentral'naya"""
575,Miram Shah,PK,82.29,few clouds,33.0086,70.0697,Bachelor Hostel
576,Bonavista,CA,65.08,scattered clouds,48.6499,-53.1147,Sweet Sharons bnb
577,Souillac,MU,70.07,clear sky,-20.5167,57.5167,Shanti Maurice Resort & Spa
578,Half Moon Bay,US,83.05,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
579,Caucaia,BR,86.31,overcast clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
580,Dawei,MM,75.63,overcast clouds,14.0833,98.2,Hotel Dawei
581,Domat,CH,80.94,light rain,46.8348,9.4508,Hotel Sommerau Chur
582,Muros,ES,74.68,clear sky,42.7762,-9.0603,Apartment Av. Castelao
583,Irtyshskiy,RU,54.16,few clouds,58.3333,68.1333,
584,Novokayakent,RU,73.33,clear sky,42.3937,47.9861,"Baza Otdykha ""Svyazist"""
585,Azad Shahr,IR,74.26,clear sky,34.7909,48.5707,Hotel Amozesh Gah Ranandegi
586,Saurimo,AO,72.59,broken clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
587,High Rock,BS,84.54,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
588,Ust-Tsilma,RU,54.61,few clouds,65.441,52.1498,U Praskov'i
589,Labnig,PH,80.2,overcast clouds,13.3769,123.6788,Besmonte Compound
590,Sangar,RU,57.61,broken clouds,63.9242,127.4739,
591,Krasnoselkup,RU,52.97,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
592,Kedougou,SN,76.59,moderate rain,12.5579,-12.1743,Relais de Kédougou
593,Tatarka,RU,62.42,few clouds,44.9589,41.9517,"Sofi De Lyuks, Gostinichnyy Kompleks"
594,Depalpur,IN,75.6,heavy intensity rain,22.85,75.55,222 Shiv palace शिव पैलेस
595,Zaplavnoye,RU,65.66,overcast clouds,48.7048,45.0229,"Emerald, recreation"
596,Balabac,PH,80.83,overcast clouds,7.9868,117.0645,Batalla’s Lodging House
597,Probolinggo,ID,74.91,few clouds,-7.7543,113.2159,Rumah Anggrek Syariah 1 RedPartner
598,Bosanska Krupa,BA,76.8,clear sky,44.8825,16.1514,Prenoćište Han Bosanska Krupa
599,Markova,UA,69.6,overcast clouds,48.6758,24.4138,Vas.VOM
600,Grand-Santi,GF,83.91,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
601,Anloga,GH,75.83,overcast clouds,5.7947,0.8973,Pin Drop Hotel
603,Yongan,CN,59.54,clear sky,39.6957,113.6871,Beiyue International Hotel
604,Chengde,CN,66.4,overcast clouds,40.9725,117.9361,Super 8 Hotel
605,Auki,SB,75.52,clear sky,-8.7676,160.7034,Auki Motel
606,Otse,BW,59.04,scattered clouds,-25.0167,25.7333,Baratani Lodge
607,Barcelos,PT,84.92,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
608,Isla Mujeres,MX,82.45,scattered clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
610,Boditi,ET,59.22,broken clouds,6.9667,37.8667,Me'aza Metasebiya Hotel.
611,Marzuq,YE,80.29,clear sky,14.4,46.4667,
612,Unai,BR,83.12,clear sky,-16.3575,-46.9061,Hotel Regente
613,Terrace,CA,70.05,broken clouds,54.5163,-128.6035,Northern Motor Inn
614,Ryotsu,JP,74.91,light rain,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
615,Bonga,ET,61.65,overcast clouds,7.2833,36.2333,Abelena bare and restorant
617,Vanimo,PG,76.69,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
618,Kiama,AU,57.0,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
619,Ust-Ilimsk,RU,61.21,overcast clouds,58.0006,102.6619,AleNat Center
620,Whyalla,AU,55.74,broken clouds,-33.0333,137.5833,Foreshore Motor Inn
621,Hami,CN,81.23,clear sky,42.8,93.45,Laoyutang Resort
622,Sokolo,ML,87.78,broken clouds,14.7328,-6.1219,
624,Umm Lajj,SA,89.65,broken clouds,25.0213,37.2685,Moon light Furnished Units
625,Maragheh,IR,75.15,clear sky,37.3917,46.2398,Maragheh Grand Hotel
627,Zhicheng,CN,74.75,overcast clouds,30.2956,111.5047,Wangjiang Building
628,Acarau,BR,84.27,overcast clouds,-2.8856,-40.12,castelo pizzaria
629,Churapcha,RU,63.32,overcast clouds,62.0025,132.4325,"""Tusku"""
630,Lasem,ID,75.51,few clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
631,Charlestown,AU,59.74,few clouds,-32.95,151.6667,Panorama Motor Inn Hotel
632,Milkovo,RU,56.17,overcast clouds,54.7167,158.6167,"Hotel ""Geologist"""
633,Renqiu,CN,70.86,overcast clouds,38.6989,116.0936,City Garden Renqiu Meishicheng Store
634,Oriximina,BR,88.38,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
636,La Romana,DO,85.17,broken clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
637,Inhumas,BR,84.22,few clouds,-16.3578,-49.4961,Hotel Classic
638,Poum,NC,76.93,overcast clouds,-20.2333,164.0167,
642,Ewa Beach,US,80.6,broken clouds,21.3156,-158.0072,Base Lodging
644,Xai-Xai,MZ,65.84,clear sky,-25.0519,33.6442,Complexo da Familia
645,Kualakapuas,ID,73.58,broken clouds,-3.0091,114.3876,Guest House Izonk
646,Gimli,CA,71.19,clear sky,50.6336,-96.9907,Lakeview Gimli Resort
647,El Bagre,CO,88.29,overcast clouds,7.5927,-74.8086,Hotel Real
649,Norrtalje,SE,64.83,overcast clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
650,Moerai,PF,72.79,scattered clouds,-22.4333,-151.3333,Le Manotel
651,Yulara,AU,56.21,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
654,Qaqortoq,GL,51.3,scattered clouds,60.7167,-46.0333,Siniffik Inn
656,Olafsvik,IS,54.0,few clouds,64.8945,-23.7142,Hotel Olafsvik
657,Moron,AR,66.94,clear sky,-34.6534,-58.6198,Hotel Morón
658,Viedma,AR,50.79,overcast clouds,-40.8135,-62.9967,Hotel Cristal
659,Nizhnyaya Omka,RU,55.04,scattered clouds,55.4338,74.9426,"Gostinitsa Om', Zhkkh"
660,Dhangadhi,NP,82.08,overcast clouds,28.7079,80.5961,Hotel Devotee
661,Nahawan,PH,80.55,overcast clouds,9.9711,124.0484,Piliglish Farm & Guest House
662,Cururupu,BR,85.05,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
663,Pasan,IN,76.77,overcast clouds,22.85,82.2,Yadav Hotel
664,Hargeysa,SO,72.55,clear sky,9.56,44.065,City Center Hotel
666,Daru,PG,75.72,scattered clouds,-9.0763,143.2092,Daru Lodge
667,Yeppoon,AU,56.98,scattered clouds,-23.1333,150.7333,Villa Mar Colina
668,Panambi,BR,72.52,overcast clouds,-28.2925,-53.5017,Hotel Lages Panambi
670,Gold Coast,AU,62.24,broken clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
