City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Severomuysk,RU,56.1481,113.4267,56.21,89,87,5.23,overcast clouds
446,Salamiyah,SY,35.0113,37.0532,77.77,47,0,10.13,clear sky
447,Port Augusta,AU,-32.5,137.7667,56.88,63,100,10.58,overcast clouds
448,Gat,IL,31.61,34.7642,81.81,100,5,5.35,clear sky
449,Kisangani,CD,0.5167,25.2,72.73,93,100,3.0,overcast clouds
450,Maniitsoq,GL,65.4167,-52.9,45.03,89,94,5.21,overcast clouds
451,Bagdarin,RU,54.4333,113.6,59.97,97,91,4.43,overcast clouds
452,Kalianget,ID,-7.05,113.9333,78.85,79,26,7.58,scattered clouds
453,Lethem,GY,3.3803,-59.7968,87.51,60,89,8.32,overcast clouds
454,Dingle,PH,10.9995,122.6711,76.59,91,94,4.99,light rain
455,Sirsi,IN,14.6167,74.85,70.77,94,100,4.7,overcast clouds
456,Vila,PT,42.0304,-8.1588,71.71,52,0,7.92,clear sky
457,Turkistan,KZ,43.0,68.0,92.03,18,0,11.81,clear sky
458,Rio Grande,BR,-32.035,-52.0986,65.95,96,100,2.62,overcast clouds
459,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,92.79,20,0,6.2,clear sky
460,Deputatskiy,RU,69.3,139.9,47.39,62,100,4.45,overcast clouds
461,Thurso,GB,58.5927,-3.5259,53.85,77,100,11.63,overcast clouds
462,Kieta,PG,-6.2167,155.6333,76.69,74,5,3.87,clear sky
463,Ambilobe,MG,-13.2,49.05,65.57,77,0,4.79,clear sky
464,Sainte-Suzanne,RE,-20.9061,55.6089,68.47,86,75,14.97,light rain
465,Belem De Sao Francisco,BR,-8.7539,-38.9658,86.74,30,15,15.95,few clouds
466,Pisco,PE,-13.7,-76.2167,64.45,72,20,10.36,haze
467,Tatawin,TN,32.9297,10.4518,82.4,35,0,12.17,clear sky
468,Kindu,CD,-2.95,25.95,80.04,41,97,2.93,overcast clouds
469,Dali,CN,25.7,100.1833,63.68,91,100,1.57,overcast clouds
470,Kalaiya,NP,27.0327,85.0022,80.69,86,100,8.16,light rain
471,Behshahr,IR,36.6923,53.5526,75.51,84,1,5.68,clear sky
472,Zonguldak,TR,41.25,31.8333,57.65,71,0,3.33,clear sky
473,Providencia,MX,28.7167,-111.5833,106.21,32,46,9.42,scattered clouds
474,Cidreira,BR,-30.1811,-50.2056,66.67,87,100,4.0,overcast clouds
475,Plyussa,RU,58.4308,29.3654,66.63,74,89,5.64,overcast clouds
476,Bongandanga,CD,1.5,21.05,69.39,99,100,2.42,overcast clouds
477,Beloha,MG,-25.1667,45.05,64.56,89,0,8.46,clear sky
478,Khorixas,NA,-20.3667,14.9667,69.53,29,1,6.02,clear sky
479,Yurla,RU,59.3259,54.3223,60.71,83,100,4.23,overcast clouds
480,Edd,ER,13.9297,41.6925,92.28,58,100,3.71,overcast clouds
481,Zhangjiakou,CN,40.81,114.8794,64.81,86,89,2.39,overcast clouds
482,Daund,IN,18.4667,74.6,75.11,79,100,10.56,light rain
483,Rolla,US,37.9514,-91.7713,104.05,29,0,11.5,clear sky
484,Maceio,BR,-9.6658,-35.7353,78.24,78,75,17.27,broken clouds
485,West Wendover,US,40.7391,-114.0733,94.01,12,6,5.55,clear sky
486,Makakilo City,US,21.3469,-158.0858,80.92,62,0,9.22,clear sky
487,Mikuni,JP,36.2171,136.1519,73.09,84,100,11.72,overcast clouds
488,Cairns,AU,-16.9167,145.7667,65.07,93,100,9.22,overcast clouds
489,Belyy Yar,RU,53.6039,91.3903,60.69,88,40,17.9,light intensity shower rain
490,Usinsk,RU,65.9939,57.5281,45.19,78,4,8.46,clear sky
491,Jalna,IN,19.8333,75.8833,73.65,90,100,11.83,light rain
492,Shelburne,CA,44.0787,-80.2041,82.11,39,95,14.03,overcast clouds
493,Ushtobe,KZ,45.2514,77.9838,78.06,31,4,1.72,clear sky
494,Novita,CO,4.9551,-76.6053,80.58,85,97,3.31,overcast clouds
495,Aykhal,RU,66.0,111.5,51.46,87,0,2.66,clear sky
496,Amapa,BR,1.0,-52.0,81.66,79,100,3.98,overcast clouds
497,Akyab,MM,20.15,92.9,79.81,89,100,6.33,overcast clouds
498,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,73,20,18.41,few clouds
499,Methoni,GR,36.8197,21.7049,84.22,74,0,10.18,clear sky
500,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,83,40,2.59,scattered clouds
501,Boma,GH,7.0805,-2.1697,72.23,94,51,1.68,broken clouds
502,Kirakira,SB,-10.4544,161.9205,77.14,84,76,3.87,broken clouds
503,Shenkursk,RU,62.1091,42.896,66.76,80,28,5.32,scattered clouds
504,Jaciara,BR,-15.9653,-54.9683,94.05,19,6,3.87,clear sky
505,Araouane,ML,18.9048,-3.5265,96.06,32,62,4.43,light rain
506,Koumac,NC,-20.5667,164.2833,75.15,89,98,8.28,overcast clouds
507,Nuevo Progreso,MX,23.1667,-97.95,94.53,46,26,16.37,scattered clouds
508,Laguna,US,38.421,-121.4238,95.31,31,0,6.91,clear sky
509,Egvekinot,RU,66.3167,-179.1667,38.26,83,100,9.35,overcast clouds
510,Jiuquan,CN,39.7432,98.5174,76.01,18,0,8.84,clear sky
511,Roma,US,43.2128,-75.4557,87.51,43,49,1.99,scattered clouds
512,Norden,DE,53.6,7.2,61.95,71,100,6.87,overcast clouds
513,Makasar,ID,-5.14,119.4221,75.25,100,20,3.44,few clouds
514,Risti,EE,58.9975,24.058,71.28,85,7,3.65,clear sky
515,Tinskoy,RU,56.1525,96.9161,55.96,95,24,4.59,few clouds
516,Bien Hoa,VN,10.95,106.8167,80.58,91,62,2.68,broken clouds
517,Vao,NC,-22.6667,167.4833,74.39,86,100,23.89,overcast clouds
518,Isangel,VU,-19.55,169.2667,75.81,86,100,11.32,moderate rain
519,Nago,JP,26.5881,127.9761,84.45,87,96,10.63,overcast clouds
520,Iberia,US,29.9502,-91.7507,89.98,65,0,0.0,clear sky
521,Sembakung,ID,3.8167,117.25,74.35,97,100,0.89,overcast clouds
522,Puerto Escondido,MX,15.85,-97.0667,86.23,65,100,7.27,overcast clouds
523,Malmyzh,RU,56.5205,50.6818,62.06,86,15,3.96,few clouds
524,Paripiranga,BR,-10.6875,-37.8617,74.66,66,100,13.38,overcast clouds
525,Pascagoula,US,30.3658,-88.5561,91.4,66,75,4.61,thunderstorm
526,Sabzevar,IR,36.2126,57.6819,88.95,17,0,11.68,clear sky
527,Nabire,ID,-3.3667,135.4833,74.75,92,83,3.27,broken clouds
528,Kitaibaraki,JP,36.7833,140.75,73.15,99,100,5.32,overcast clouds
529,Malim,PH,7.452,123.4312,77.99,86,100,6.69,moderate rain
530,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.49,21,8,3.83,clear sky
531,Tacoronte,ES,28.4769,-16.4102,76.14,78,20,14.97,few clouds
532,Olivet,FR,47.8622,1.8991,76.98,70,0,5.75,clear sky
533,Keti Bandar,PK,24.1447,67.4497,83.61,87,85,15.05,overcast clouds
534,Hirara,JP,24.8,125.2833,84.85,78,96,15.03,overcast clouds
535,Kasama,ZM,-10.2129,31.1808,65.79,42,77,8.14,broken clouds
536,Sarmanovo,RU,55.2553,52.5891,68.68,78,0,2.57,clear sky
537,Ntcheu,MW,-14.8203,34.6359,63.16,52,99,4.07,overcast clouds
538,Vytegra,RU,61.0064,36.4481,66.45,70,99,5.77,overcast clouds
539,Werda,BW,-25.2667,23.2833,65.8,39,100,6.67,overcast clouds
540,Namibe,AO,-15.1961,12.1522,62.53,89,15,6.04,few clouds
541,Bandarbeyla,SO,9.4942,50.8122,76.98,82,99,34.38,overcast clouds
542,Concordia,AR,-31.393,-58.0209,69.78,78,100,11.01,overcast clouds
543,Abu Samrah,SY,35.3029,37.1841,81.75,39,0,10.94,clear sky
544,Aron,IN,24.3833,77.4167,74.7,95,100,9.28,moderate rain
545,Vysokogornyy,RU,50.1167,139.15,54.41,98,100,2.39,overcast clouds
546,Kopong,BW,-24.4833,25.8833,61.03,63,0,4.61,clear sky
547,North Bend,US,43.4065,-124.2243,69.93,100,2,1.99,clear sky
548,Belance,PH,16.1833,121.25,67.15,93,0,2.06,clear sky
549,Zyryanka,RU,65.75,150.85,55.26,52,13,1.92,few clouds
550,Chara,RU,56.9064,118.2631,65.21,79,99,2.42,overcast clouds
551,Ketchikan,US,55.3422,-131.6461,58.44,85,100,1.74,overcast clouds
552,Talcahuano,CL,-36.7167,-73.1167,54.25,93,100,5.26,overcast clouds
553,Mamallapuram,IN,12.6264,80.1722,86.05,76,100,9.15,overcast clouds
554,Grand Gaube,MU,-20.0064,57.6608,70.38,72,1,7.0,clear sky
555,Kayerkan,RU,69.3497,87.7602,59.5,66,99,7.29,overcast clouds
556,Freeport,US,40.6576,-73.5832,99.28,44,40,16.11,scattered clouds
557,Kysyl-Syr,RU,63.8986,122.7617,57.63,91,100,3.11,overcast clouds
558,Verkhovazhye,RU,60.7472,42.0465,64.94,84,16,5.32,few clouds
559,Basoko,CD,1.2391,23.616,72.52,88,100,3.02,overcast clouds
560,Quatre Cocos,MU,-20.2078,57.7625,70.09,77,8,17.02,light rain
561,Kulu,TR,39.0951,33.0799,73.62,33,0,11.07,clear sky
562,Picton,AU,-34.1833,150.6,48.9,96,100,2.84,light rain
563,Zhongshan,CN,21.3226,110.5829,82.26,80,1,6.22,clear sky
564,Lillesand,NO,58.2488,8.3778,65.34,82,75,5.75,broken clouds
565,Mahibadhoo,MV,3.7833,72.9667,81.99,74,100,18.25,overcast clouds
566,Lingao,CN,19.9103,109.6859,80.76,82,4,3.36,clear sky
567,Aksu,CN,41.1231,80.2644,83.98,19,0,4.56,clear sky
568,Jiaonan,CN,35.8786,119.9753,76.17,84,100,4.92,heavy intensity rain
569,Itarema,BR,-2.9248,-39.9167,84.43,65,82,17.27,broken clouds
570,Rio Gallegos,AR,-51.6226,-69.2181,39.25,60,0,25.32,clear sky
571,Port Macquarie,AU,-31.4333,152.9167,53.89,80,80,11.97,broken clouds
572,Novobelokatay,RU,55.7062,58.9549,59.97,88,50,4.12,scattered clouds
573,Brandon,US,27.9378,-82.2859,97.2,60,40,4.61,scattered clouds
574,Piney Green,US,34.716,-77.3202,91.18,78,75,9.22,broken clouds
575,Miram Shah,PK,33.0086,70.0697,82.29,66,20,4.05,few clouds
576,Bonavista,CA,48.6499,-53.1147,65.08,72,31,15.86,scattered clouds
577,Souillac,MU,-20.5167,57.5167,70.07,79,2,17.38,clear sky
578,Half Moon Bay,US,37.4636,-122.4286,83.05,69,20,11.5,mist
579,Caucaia,BR,-3.7361,-38.6531,86.31,73,98,10.27,overcast clouds
580,Dawei,MM,14.0833,98.2,75.63,95,100,3.51,overcast clouds
581,Domat,CH,46.8348,9.4508,80.94,80,100,5.23,light rain
582,Muros,ES,42.7762,-9.0603,74.68,64,0,13.82,clear sky
583,Irtyshskiy,RU,58.3333,68.1333,54.16,91,11,6.06,few clouds
584,Novokayakent,RU,42.3937,47.9861,73.33,72,1,5.79,clear sky
585,Azad Shahr,IR,34.7909,48.5707,74.26,17,0,5.55,clear sky
586,Saurimo,AO,-9.6608,20.3916,72.59,30,51,4.74,broken clouds
587,High Rock,BS,26.6208,-78.2833,84.54,71,1,14.74,clear sky
588,Ust-Tsilma,RU,65.441,52.1498,54.61,43,17,5.06,few clouds
589,Labnig,PH,13.3769,123.6788,80.2,86,100,3.51,overcast clouds
590,Sangar,RU,63.9242,127.4739,57.61,93,71,3.62,broken clouds
591,Krasnoselkup,RU,65.7,82.4667,52.97,92,100,12.66,overcast clouds
592,Kedougou,SN,12.5579,-12.1743,76.59,93,100,2.68,moderate rain
593,Tatarka,RU,44.9589,41.9517,62.42,76,12,6.17,few clouds
594,Depalpur,IN,22.85,75.55,75.6,94,100,9.71,heavy intensity rain
595,Zaplavnoye,RU,48.7048,45.0229,65.66,69,100,5.06,overcast clouds
596,Balabac,PH,7.9868,117.0645,80.83,81,100,1.41,overcast clouds
597,Probolinggo,ID,-7.7543,113.2159,74.91,81,22,8.43,few clouds
598,Bosanska Krupa,BA,44.8825,16.1514,76.8,46,5,2.8,clear sky
599,Markova,UA,48.6758,24.4138,69.6,59,92,3.53,overcast clouds
600,Grand-Santi,GF,4.25,-54.3833,83.91,80,34,2.3,scattered clouds
601,Anloga,GH,5.7947,0.8973,75.83,85,96,14.36,overcast clouds
602,Palmas,BR,-10.2128,-48.3603,93.56,21,0,4.85,clear sky
603,Yongan,CN,39.6957,113.6871,59.54,79,2,2.04,clear sky
604,Chengde,CN,40.9725,117.9361,66.4,94,100,6.42,overcast clouds
605,Auki,SB,-8.7676,160.7034,75.52,86,5,3.69,clear sky
606,Otse,BW,-25.0167,25.7333,59.04,47,44,1.74,scattered clouds
607,Barcelos,PT,41.5388,-8.6151,84.92,49,0,8.75,clear sky
608,Isla Mujeres,MX,21.2311,-86.731,82.45,67,28,11.23,scattered clouds
609,Aripuana,BR,-9.1667,-60.6333,97.25,24,63,2.35,broken clouds
610,Boditi,ET,6.9667,37.8667,59.22,73,67,6.44,broken clouds
611,Marzuq,YE,14.4,46.4667,80.29,54,0,8.14,clear sky
612,Unai,BR,-16.3575,-46.9061,83.12,26,5,6.15,clear sky
613,Terrace,CA,54.5163,-128.6035,70.05,59,64,1.88,broken clouds
614,Ryotsu,JP,38.0833,138.4333,74.91,91,81,18.32,light rain
615,Bonga,ET,7.2833,36.2333,61.65,97,97,0.78,overcast clouds
616,Alta Floresta,BR,-9.8756,-56.0861,96.62,21,20,5.75,few clouds
617,Vanimo,PG,-2.6741,141.3028,76.69,89,53,3.83,broken clouds
618,Kiama,AU,-34.6833,150.8667,57.0,94,88,1.99,overcast clouds
619,Ust-Ilimsk,RU,58.0006,102.6619,61.21,77,100,4.32,overcast clouds
620,Whyalla,AU,-33.0333,137.5833,55.74,70,60,10.71,broken clouds
621,Hami,CN,42.8,93.45,81.23,18,1,1.36,clear sky
622,Sokolo,ML,14.7328,-6.1219,87.78,47,72,6.06,broken clouds
623,Lincoln,US,40.8,-96.667,99.14,59,0,16.11,clear sky
624,Umm Lajj,SA,25.0213,37.2685,89.65,48,60,7.49,broken clouds
625,Maragheh,IR,37.3917,46.2398,75.15,22,0,4.07,clear sky
626,Tomatlan,MX,19.9333,-105.25,93.6,53,96,9.33,overcast clouds
627,Zhicheng,CN,30.2956,111.5047,74.75,89,100,2.26,overcast clouds
628,Acarau,BR,-2.8856,-40.12,84.27,66,94,17.87,overcast clouds
629,Churapcha,RU,62.0025,132.4325,63.32,92,100,3.89,overcast clouds
630,Lasem,ID,-6.6922,111.4527,75.51,83,20,6.55,few clouds
631,Charlestown,AU,-32.95,151.6667,59.74,91,11,3.0,few clouds
632,Milkovo,RU,54.7167,158.6167,56.17,66,100,6.46,overcast clouds
633,Renqiu,CN,38.6989,116.0936,70.86,82,100,7.07,overcast clouds
634,Oriximina,BR,-1.7656,-55.8661,88.38,53,95,6.42,overcast clouds
635,Purpe,RU,64.4803,76.6897,47.14,79,100,10.56,overcast clouds
636,La Romana,DO,18.4273,-68.9728,85.17,65,73,6.08,broken clouds
637,Inhumas,BR,-16.3578,-49.4961,84.22,23,13,4.47,few clouds
638,Poum,NC,-20.2333,164.0167,76.93,88,93,17.02,overcast clouds
639,Brownfield,US,33.1812,-102.2744,96.94,28,24,14.14,few clouds
640,Mnogovershinnyy,RU,53.9353,139.9242,48.88,75,98,2.35,overcast clouds
641,Coihaique,CL,-45.5752,-72.0662,31.6,88,100,1.43,overcast clouds
642,Ewa Beach,US,21.3156,-158.0072,80.6,69,75,3.44,broken clouds
643,Ulagan,RU,50.6321,87.9563,48.7,94,57,1.61,broken clouds
644,Xai-Xai,MZ,-25.0519,33.6442,65.84,86,1,4.52,clear sky
645,Kualakapuas,ID,-3.0091,114.3876,73.58,96,84,2.51,broken clouds
646,Gimli,CA,50.6336,-96.9907,71.19,58,10,15.95,clear sky
647,El Bagre,CO,7.5927,-74.8086,88.29,63,96,4.81,overcast clouds
648,Elizabeth City,US,36.2946,-76.2511,95.05,64,100,10.2,overcast clouds
649,Norrtalje,SE,59.758,18.705,64.83,81,100,5.7,overcast clouds
650,Moerai,PF,-22.4333,-151.3333,72.79,57,38,12.84,scattered clouds
651,Yulara,AU,-25.2406,130.9889,56.21,39,6,9.37,clear sky
652,Taguatinga,BR,-12.3857,-46.5711,91.78,19,0,4.63,clear sky
653,Nurota,UZ,40.5614,65.6886,91.85,14,0,9.89,clear sky
654,Qaqortoq,GL,60.7167,-46.0333,51.3,72,26,4.34,scattered clouds
655,Abilene,US,32.4487,-99.7331,96.19,28,0,11.5,clear sky
656,Olafsvik,IS,64.8945,-23.7142,54.0,77,13,3.91,few clouds
657,Moron,AR,-34.6534,-58.6198,66.94,67,2,4.9,clear sky
658,Viedma,AR,-40.8135,-62.9967,50.79,43,95,5.19,overcast clouds
659,Nizhnyaya Omka,RU,55.4338,74.9426,55.04,80,26,6.93,scattered clouds
660,Dhangadhi,NP,28.7079,80.5961,82.08,79,100,5.48,overcast clouds
661,Nahawan,PH,9.9711,124.0484,80.55,86,89,3.98,overcast clouds
662,Cururupu,BR,-1.8283,-44.8683,85.05,63,40,3.71,scattered clouds
663,Pasan,IN,22.85,82.2,76.77,90,100,1.21,overcast clouds
664,Hargeysa,SO,9.56,44.065,72.55,51,2,26.11,clear sky
665,Agadez,NE,19.75,10.25,95.67,17,61,9.26,broken clouds
666,Daru,PG,-9.0763,143.2092,75.72,92,30,10.18,scattered clouds
667,Yeppoon,AU,-23.1333,150.7333,56.98,82,27,10.04,scattered clouds
668,Panambi,BR,-28.2925,-53.5017,72.52,75,100,8.7,overcast clouds
669,Tuatapere,NZ,-46.1333,167.6833,36.41,93,16,3.58,few clouds
670,Gold Coast,AU,-28.0,153.4333,62.24,93,75,19.57,broken clouds
